movieId,movieName,nbMentions,name,year
144550,True Lies (1994),40,True Lies,1994
144557,Western Cyclone (1943),1,Western Cyclone,1943
144558,Gravy  (2015),1,Gravy,2015
144621,50  (2011),1,50,2011
144628,2 Fast 2 Furious (2003),17,2 Fast 2 Furious,2003
144669,Snakes on a Train,1,Snakes on a Train,0
144701,Tron (1982),24,Tron,1982
144711,The Omen  (2006),5,The Omen,2006
144716,Popcorn  (1991),1,Popcorn,1991
144726,Your Name (2016),5,Your Name,2016
144730,Camp Rock,11,Camp Rock,0
144752,The Blair Bitch Project (1999),2,The Blair Bitch Project,1999
144779,Annabelle 2 (2017),78,Annabelle 2,2017
144795,Mission: Impossible III (2006),11,Mission: Impossible III,2006
144803,Hachi: A Dog's Tale (2009),7,Hachi: A Dog's Tale,2009
144811,Fast 8,43,Fast 8,0
144819,The American  (2010),1,The American,2010
144842,The Secret Life of Walter Mitty  (2013),5,The Secret Life of Walter Mitty,2013
144848,Crocodile Dundee in Los Angeles (2001),2,Crocodile Dundee in Los Angeles,2001
144872,Sunshine  (2007),13,Sunshine,2007
144894,The Midnight Meat Train (2008),6,The Midnight Meat Train,2008
144901,Made of Honor (2008),8,Made of Honor,2008
144911,Masterminds  (1997),3,Masterminds,1997
144938,Sympathy for Mr. Vengeance (2002),3,Sympathy for Mr. Vengeance,2002
144959,The Expendables  (1989),1,The Expendables,1989
144965,Apartment 143 (2012),2,Apartment 143,2012
144978,Mickey's Once Upon a Christmas,1,Mickey's Once Upon a Christmas,0
144999,BURN-E (2008),3,BURN-E,2008
145004,Little England ,1,Little England,0
145016,Patriots Day  (2016),16,Patriots Day,2016
145017,The Wizard of Oz  (1925),2,The Wizard of Oz,1925
145161,New World  (2013),2,New World,2013
145175,Struck by Lightning  (2012),1,Struck by Lightning,2012
145178,Eldorado  (1995),2,Eldorado,1995
145204,Caligula  (1979),1,Caligula,1979
145212,Eddie  (1996),1,Eddie,1996
145232,Great Expectations  (1946),1,Great Expectations,1946
145240,Starsky & Hutch  (2004),5,Starsky & Hutch,2004
145249,A Man Apart (2003),2,A Man Apart,2003
145268,Kedi  (2010),4,Kedi,2010
145275,End of Days  (1999),1,End of Days,1999
145291,Entourage  (2015),1,Entourage,2015
145307,Do the Right Thing,4,Do the Right Thing,0
145313,You Only Live Twice  (1967),1,You Only Live Twice,1967
145338,Philadelphia  (1993),24,Philadelphia,1993
145365,Oldboy  (2013),18,Oldboy,2013
145405,Cheech & Chong's Animated Movie (2013),2,Cheech & Chong's Animated Movie,2013
145434,Shrek Forever After (2010),1,Shrek Forever After,2010
145455,Twilight Zone: The Movie (1983),4,Twilight Zone: The Movie,1983
145456,Enter Another Dragon (1981),3,Enter Another Dragon,1981
145463,Avatar  (2004),9,Avatar,2004
145470,Star Trek Beyond (2016),34,Star Trek Beyond,2016
145475,Postcards from the Edge  (1990),1,Postcards from the Edge,1990
145479,Benji the Hunted (1987),1,Benji the Hunted,1987
145484,Jane  (1915),1,Jane,1915
145485,The Deep End of the Ocean  (1999),2,The Deep End of the Ocean,1999
145492,The Rookie  (2002),3,The Rookie,2002
145496,The Silence of the Hams (1994),3,The Silence of the Hams,1994
145527,Twelve Disciples of Nelson Mandela (2005),1,Twelve Disciples of Nelson Mandela,2005
145559,Garfield: The Movie (2004),5,Garfield: The Movie,2004
145588,The Dawns Here Are Quiet (1972),1,The Dawns Here Are Quiet,1972
145602,Conception  (2011),1,Conception,2011
145693,Solomon and Sheba (1959),1,Solomon and Sheba,1959
145698,Ring of Fire  (1991),1,Ring of Fire,1991
145723,The Foreigner  (2016),32,The Foreigner,2016
145728,Barry Lyndon (1975),5,Barry Lyndon,1975
145744,Black Christmas  (2006),3,Black Christmas,2006
145814,Jackass Number Two (2006),2,Jackass Number Two,2006
145830,Zero Effect (1998),1,Zero Effect,1998
145855,The Beast and the Beauty (2005),7,The Beast and the Beauty,2005
145868,3 Ninjas  (1992),4,3 Ninjas,1992
145875,Switch  (2013),5,Switch,2013
145883,True Blood ,1,True Blood,0
145905,Vampire Academy  (2014),1,Vampire Academy,2014
145925,Carrie  (2013),16,Carrie,2013
145926,W.E. (2011),1,W.E.,2011
145954,The Dentist (1996),1,The Dentist,1996
145959,King Solomon's Mines  (1985),1,King Solomon's Mines,1985
145988,Sleeping with the Enemy (1991),2,Sleeping with the Enemy,1991
145997,Chicago  (2002),60,Chicago,2002
146012,House on Haunted Hill  (1999),6,House on Haunted Hill,1999
146021,Hansel & Gretel  (2013),2,Hansel & Gretel,2013
146022,African Cats (2011),2,African Cats,2011
146025,The Polka King,2,The Polka King,0
146058,Mr. 3000 (2004),3,Mr. 3000,2004
146069,Bad Girls  (2012),1,Bad Girls,2012
146107,The Pajama Game  (1957),1,The Pajama Game,1957
146112,Someone like You  (2001),1,Someone like You,2001
146166,Superman vs. The Elite,1,Superman vs. The Elite,0
146188,The Machinist (2004),8,The Machinist,2004
146189,Passengers  (2008),2,Passengers,2008
146199,Born on the Fourth of July  (1989),4,Born on the Fourth of July,1989
146201,Seems Like Old Times  (1980),2,Seems Like Old Times,1980
146205,American Made  (2017),50,American Made,2017
146224,Singin' in the Rain (1952),22,Singin' in the Rain,1952
146231,Rio 2 (2014),4,Rio 2,2014
146251,The Fugitive  (2003),8,The Fugitive,2003
146282,Jarhead 3: The Siege,1,Jarhead 3: The Siege,0
146297,Smiley Face  (2007),1,Smiley Face,2007
146309,The Remains of the Day  (1993),1,The Remains of the Day,1993
146366,Superman  (1997),3,Superman,1997
146413,Julia and Julia (1987),1,Julia and Julia,1987
146418,Gone  (2012),3,Gone,2012
146463,Jackie Brown (1997),13,Jackie Brown,1997
146474,Killa  (2015),1,Killa,2015
146475,Wanted  (2008),5,Wanted,2008
146478,Friends  (2009),1,Friends,2009
146481,National Lampoon's Vacation (1983),34,National Lampoon's Vacation,1983
146486,Ghosts  (1915),1,Ghosts,1915
146496,The Longest Day  (1962),6,The Longest Day,1962
146555,Brazil  (1985),2,Brazil,1985
146581,Dracula Untold (2014),9,Dracula Untold,2014
146584,The Boy Next Door  (2015),2,The Boy Next Door,2015
146618,A Midsummer Night's Dream  (1999),3,A Midsummer Night's Dream,1999
146640,Prisoners  (2013),51,Prisoners,2013
146670,A Marvel Comics Super Special: Blade Runner,2,A Marvel Comics Super Special: Blade Runner,0
146699,The Asphalt Jungle (1950),2,The Asphalt Jungle,1950
146701,Mother's Day  (2016),4,Mother's Day,2016
146716,A Game of Thrones ,4,A Game of Thrones,0
146723,Attakathi (2012),1,Attakathi,2012
146740,Goodbye Again  (1933),1,Goodbye Again,1933
146741,Curse of Chucky (2013),2,Curse of Chucky,2013
146761,The Wave  (2015),1,The Wave,2015
146767,Halloween II  (2009),8,Halloween II,2009
146771,Memento  (2000),127,Memento,2000
146794,Center Stage  (2000),3,Center Stage,2000
146830,The Big Boss (1971),2,The Big Boss,1971
146845,Pocahontas  (1994),1,Pocahontas,1994
146870,Pitch Perfect ,10,Pitch Perfect,0
146872,Eagle Eye (2008),14,Eagle Eye,2008
146877,Side Effects  (2013),1,Side Effects,2013
146904,D  (2005),3,D,2005
146906,To Live and Die in L.A.  (1985),2,To Live and Die in L.A.,1985
146941,The Outlaw Josey Wales (1976),12,The Outlaw Josey Wales,1976
146948,The Eyes of My Mother (2016),1,The Eyes of My Mother,2016
146955,Martyrs  (2016),5,Martyrs,2016
146962,Gladiator  (1992),7,Gladiator,1992
146980,Dead End  (2003),5,Dead End,2003
146984,Talhotblond (2009),2,Talhotblond,2009
146986,Meet the Robinsons (2007),1,Meet the Robinsons,2007
147007,Cyrus: Mind of a Serial Killer (2010),1,Cyrus: Mind of a Serial Killer,2010
147038,Garfield: A Tail of Two Kitties (2006),1,Garfield: A Tail of Two Kitties,2006
147047,Midway  (1976),4,Midway,1976
147143,Under Siege (1992),9,Under Siege,1992
147165,Just like Heaven  (2005),11,Just like Heaven,2005
147204,Tusk  (2014),2,Tusk,2014
147221,War  (2014),1,War,2014
147237,McLintock! (1963),2,McLintock!,1963
147246,Airport 1975 (1974),1,Airport 1975,1974
147250,Coming to America (1988),34,Coming to America,1988
147260,Going the Distance  (2010),4,Going the Distance,2010
147271,Tears of the Sun (2003),11,Tears of the Sun,2003
147279,Monster-in-Law (2005),19,Monster-in-Law,2005
147314,Bill & Ted's Excellent Adventure (1989),10,Bill & Ted's Excellent Adventure,1989
147359,"History of the World, Part I (1981)",7,"History of the World, Part I",1981
147363,Leatherface: The Texas Chainsaw Massacre III (1990),1,Leatherface: The Texas Chainsaw Massacre III,1990
147404,The Hunted  (1995),1,The Hunted,1995
147414,Return of the Killer Tomatoes (1988),1,Return of the Killer Tomatoes,1988
147424,The Burglar  (1972),1,The Burglar,1972
147432,Ijé (2010),1,Ijé,2010
147538,I Love You to Death (1990),2,I Love You to Death,1990
147539,Riddick  (2013),1,Riddick,2013
147565,Easy Rider (1969),2,Easy Rider,1969
147598,Indiana Jones and the Kingdom of the Crystal Skull (2008),19,Indiana Jones and the Kingdom of the Crystal Skull,2008
147602,The Mysterious Monsters (1976),1,The Mysterious Monsters,1976
147610,The Bridges of Madison County  (1995),10,The Bridges of Madison County,1995
147669,American Beauty  (1999),51,American Beauty,1999
147734,War Machine ,3,War Machine,0
147766,Mad Max 2 (1981),4,Mad Max 2,1981
147821,All About Steve (2009),1,All About Steve,2009
147826,Gangs of New York (2002),27,Gangs of New York,2002
147842,Leprechaun: Origins (2014),1,Leprechaun: Origins,2014
147869,Drive Angry,1,Drive Angry,0
147901,Code of Silence  (1985),1,Code of Silence,1985
147910,Hot Shots! Part Deux (1993),12,Hot Shots! Part Deux,1993
147923,The Strongest Man in the World (1975),1,The Strongest Man in the World,1975
147934,Blade Runner (1982),121,Blade Runner,1982
147941,The Burning  (1981),1,The Burning,1981
147958,The Spiderwick Chronicles  (2008),1,The Spiderwick Chronicles,2008
147970,American Hustle (2013),23,American Hustle,2013
147979,Weirdsville (2007),1,Weirdsville,2007
147995,Best in Show  (2000),13,Best in Show,2000
147997,Premonition  (2006),3,Premonition,2006
148016,Victoria  (2015),3,Victoria,2015
148053,It's Pat (1995),1,It's Pat,1995
148073,Three to Tango (1999),2,Three to Tango,1999
148114,Rosemary's Baby  (1968),38,Rosemary's Baby,1968
148120,Old School  (2003),32,Old School,2003
148135,Midnight Madness  (1980),1,Midnight Madness,1980
148173,Gold  (2016),4,Gold,2016
148182,Ghost Rider: Spirit of Vengeance (2012),1,Ghost Rider: Spirit of Vengeance,2012
148192,Manhunt: The Search for Bin Laden (2013),1,Manhunt: The Search for Bin Laden,2013
148201,Love Actually... Sucks! (2011),1,Love Actually... Sucks!,2011
148213,Addams Family Values (1993),1,Addams Family Values,1993
148222,The Human Centipede  (2009),14,The Human Centipede,2009
148231,Jurassic Park  (1993),54,Jurassic Park,1993
148243,Mr Bones (2001),3,Mr Bones,2001
148245,Edward Scissorhands (1990),14,Edward Scissorhands,1990
148286,All the Way ,2,All the Way,0
148291,On the Town  (1949),2,On the Town,1949
148361,Ghosts of Girlfriends Past (2009),3,Ghosts of Girlfriends Past,2009
148384,Hugo  (2011),5,Hugo,2011
148389,The Dark Knight Rises (2012),30,The Dark Knight Rises,2012
148427,Since Pearl Harbor (1943),1,Since Pearl Harbor,1943
148430,The Descendants (2011),1,The Descendants,2011
148448,Life and Debt (2001),1,Life and Debt,2001
148464,The Take  (2007),7,The Take,2007
148477,The Blues Brothers  (1980),22,The Blues Brothers,1980
148501,Dial M for Murder (1954),3,Dial M for Murder,1954
148505,Spy  (2015),52,Spy,2015
148527,Almost Famous (2000),10,Almost Famous,2000
148555,Persuasion  (2007),1,Persuasion,2007
148564,Audition  (1999),1,Audition,1999
148572,The Secret Garden  (1993),4,The Secret Garden,1993
148590,Holding the Man  (2015),1,Holding the Man,2015
148625,The Punisher  (1989),1,The Punisher,1989
148629,Guarding Tess (1994),1,Guarding Tess,1994
148671,My Girl  (1991),20,My Girl,1991
148674,Capturing the Friedmans (2003),7,Capturing the Friedmans,2003
148678,Hoodlum  (1997),1,Hoodlum,1997
148716,Dennis the Menace  (1993),5,Dennis the Menace,1993
148743,Reel Horror (1985),1,Reel Horror,1985
148755,The Chosen  (2016),2,The Chosen,2016
148764,Shane  (1953),3,Shane,1953
148773,Bolt  (2008),8,Bolt,2008
148774,When the Bough Breaks  (2016),1,When the Bough Breaks,2016
148780,Cat on a Hot Tin Roof  (1958),2,Cat on a Hot Tin Roof,1958
148785,The True Nature of Bernadette (1972),1,The True Nature of Bernadette,1972
148808,Forgetting the Girl  (2012),2,Forgetting the Girl,2012
148810,Out of Africa  (1985),6,Out of Africa,1985
148821,The Intouchables (2011),2,The Intouchables,2011
148831,Guess Who  (2005),3,Guess Who,2005
148871,Armageddon  (1997),42,Armageddon,1997
148904,John Wick (2014),249,John Wick,2014
148947,Down to Earth  (2001),7,Down to Earth,2001
148968,High Sierra  (1941),2,High Sierra,1941
148976,Morgan  (2016),1,Morgan,2016
148994,The Rundown (2003),10,The Rundown,2003
149004,The Ugly Dachshund (1966),2,The Ugly Dachshund,1966
149022,The Quiet (2005),3,The Quiet,2005
149027,See No Evil  (2006),1,See No Evil,2006
149101,Wings of Fame (1990),1,Wings of Fame,1990
149109,The Manchurian Candidate  (2004),6,The Manchurian Candidate,2004
149122,Strangers  (2007),5,Strangers,2007
149136,Godzilla  (2017),4,Godzilla,2017
149205,The Lives of Others (2006),9,The Lives of Others,2006
149216,The Purge ,4,The Purge,0
149241,Foo Fighters: Back and Forth,1,Foo Fighters: Back and Forth,0
149245,The Fox and the Hound,10,The Fox and the Hound,0
149249,The Enchanted ,1,The Enchanted,0
149260,Good Luck Chuck (2007),8,Good Luck Chuck,2007
149273,Man on Fire  (2004),15,Man on Fire,2004
149291,"The Lion, the Witch and the Wardrobe ",2,"The Lion, the Witch and the Wardrobe",0
149313,Moby Dick  (2010),3,Moby Dick,2010
149348,The Mummy  (1999),26,The Mummy,1999
149363,The Elephant Man  (1982),3,The Elephant Man,1982
149389,Kevin Hart: Laugh at My Pain (2011),5,Kevin Hart: Laugh at My Pain,2011
149402,Hot Rod  (2007),6,Hot Rod,2007
149457,Bob Fleming... Mission Casablanca (1966),1,Bob Fleming... Mission Casablanca,1966
149460,White Lady  (2006),2,White Lady,2006
149514,Friday ,2,Friday,0
149519,Prometheus  (2012),64,Prometheus,2012
149543,Life of the Party  (2018),46,Life of the Party,2018
149563,The Matador  (2008),1,The Matador,2008
149569,Tiger Zinda Hai  (2017),1,Tiger Zinda Hai,2017
149627,Blues Brothers 2000 (1998),3,Blues Brothers 2000,1998
149720,A Beautiful Mind  (2001),50,A Beautiful Mind,2001
149723,Enron: The Smartest Guys in the Room (2005),3,Enron: The Smartest Guys in the Room,2005
149737,The Zookeeper's Wife  (2017),5,The Zookeeper's Wife,2017
149746,Jimi: All Is by My Side (2013),1,Jimi: All Is by My Side,2013
149748,Hansel & Gretel: Witch Hunters (2013),1,Hansel & Gretel: Witch Hunters,2013
149788,The Bucket List (2007),10,The Bucket List,2007
149793,In the Loop  (2009),1,In the Loop,2009
149801,One Water (2008),1,One Water,2008
149829,The Lego Batman Movie (2017),83,The Lego Batman Movie,2017
149837,Jesus Christ Superstar  (1973),4,Jesus Christ Superstar,1973
149843,Mr. Nobody  (2009),1,Mr. Nobody,2009
149885,The Indian in the Cupboard  (1995),7,The Indian in the Cupboard,1995
149902,The League of Extraordinary Gentlemen  (2003),1,The League of Extraordinary Gentlemen,2003
149908,P2  (2007),1,P2,2007
149911,Major League II (1994),5,Major League II,1994
149916,Bernie  (2011),3,Bernie,2011
149919,Exorcist: The Beginning (2004),1,Exorcist: The Beginning,2004
149938,The Ringer  (2005),7,The Ringer,2005
149964,Wimbledon  (2004),2,Wimbledon,2004
150037,Nikita  (1990),1,Nikita,1990
150050,Transformers: Dark of the Moon (2011),5,Transformers: Dark of the Moon,2011
150083,Hanover Street  (1979),1,Hanover Street,1979
150126,Paranormal Activity: The Ghost Dimension (2015),1,Paranormal Activity: The Ghost Dimension,2015
150134,Fast Five (2011),9,Fast Five,2011
150138,Waiting  (2015),2,Waiting,2015
150142,Capricorn One (1977),1,Capricorn One,1977
150172,Mahogany  (1975),2,Mahogany,1975
150177,Fled (1996),2,Fled,1996
150179,Withnail and I (1987),2,Withnail and I,1987
150196,Baggage Claim  (2013),3,Baggage Claim,2013
150197,The Outlaws  (1950),1,The Outlaws,1950
150218,The Muppet Movie (1979),4,The Muppet Movie,1979
150247,Resident Evil: Apocalypse (2004),2,Resident Evil: Apocalypse,2004
150256,The Rugrats Movie (1998),4,The Rugrats Movie,1998
150305,Just Married  (2007),12,Just Married,2007
150313,Too Big to Fail ,1,Too Big to Fail,0
150318,Lincoln  (2012),31,Lincoln,2012
150331,Bonnie and Clyde  (1967),4,Bonnie and Clyde,1967
150352,Jason X (2001),11,Jason X,2001
150359,Cinema Paradiso (1988),3,Cinema Paradiso,1988
150373,Lone Wolf and Cub: Sword of Vengeance (1972),1,Lone Wolf and Cub: Sword of Vengeance,1972
150376,Benny & Joon (1993),3,Benny & Joon,1993
150400,Alien vs. Predator  (2004),16,Alien vs. Predator,2004
150421,Sherlock Holmes  (2010),24,Sherlock Holmes,2010
150425,Monster a Go-Go (1965),1,Monster a Go-Go,1965
150436,Nacho Libre (2006),6,Nacho Libre,2006
150441,Money Back Policy  (2013),1,Money Back Policy,2013
150451,Happy Gilmore (1996),146,Happy Gilmore,1996
150473,The Secret of Kells (2009),1,The Secret of Kells,2009
150488,Before Night Falls  (2000),1,Before Night Falls,2000
150501,The Truman Show (1998),40,The Truman Show,1998
150562,A Kid for Two Farthings  (1955),1,A Kid for Two Farthings,1955
150563,The Collector  (2002),3,The Collector,2002
150578,Wrong Turn (2003),16,Wrong Turn,2003
150601,Lost Horizon  (1937),1,Lost Horizon,1937
150623,Freaks (1932),1,Freaks,1932
150628,The Amityville Horror  (2005),27,The Amityville Horror,2005
150638,Lady and the Tramp II: Scamp's Adventure (2001),1,Lady and the Tramp II: Scamp's Adventure,2001
150640,The Last Exorcism (2010),5,The Last Exorcism,2010
150655,City of Ghosts (2002),3,City of Ghosts,2002
150661,The Neighbor  (2012),2,The Neighbor,2012
150700,Sidewinder 1 (1977),1,Sidewinder 1,1977
150703,Godzilla  (2014),18,Godzilla,2014
150732,Vikingdom (2013),1,Vikingdom,2013
150739,Oklahoma!  (1999),4,Oklahoma!,1999
150798,Horton Hears a Who!  (2008),2,Horton Hears a Who!,2008
150802,Almost Friends (2014),3,Almost Friends,2014
150815,Shiloh  (1996),1,Shiloh,1996
150829,Hostel  (2011),29,Hostel,2011
150846,The Magnificent Ambersons  (1942),1,The Magnificent Ambersons,1942
150850,Johnny English Reborn (2011),3,Johnny English Reborn,2011
150861,Saw 3D (2010),3,Saw 3D,2010
150864,The Inbetweeners 2 (2014),2,The Inbetweeners 2,2014
150886,My Darling Clementine (1946),1,My Darling Clementine,1946
150887,Ender's Game  (2013),111,Ender's Game,2013
150889,The Punisher  (2004),12,The Punisher,2004
150891,Premonition  (2004),2,Premonition,2004
150893,Murder by Invitation (1941),1,Murder by Invitation,1941
150941,Moulin Rouge! (2001),58,Moulin Rouge!,2001
150949,To the Arctic 3D (2012),1,To the Arctic 3D,2012
150953,Trumbo  (2015),1,Trumbo,2015
150957,Casino  (1995),60,Casino,1995
150993,Chungking Express (1994),1,Chungking Express,1994
151005,Lego Scooby-Doo! Haunted Hollywood (2016),1,Lego Scooby-Doo! Haunted Hollywood,2016
151059,Foxcatcher (2014),1,Foxcatcher,2014
151089,Killer Legends,1,Killer Legends,0
151102,Men in Black  (1997),105,Men in Black,1997
151110,Unstoppable  (2013),9,Unstoppable,2013
151111,Father Xmas (2001),1,Father Xmas,2001
151114,Brooklyn's Finest (2009),1,Brooklyn's Finest,2009
151167,The Good Life  (1997),1,The Good Life,1997
151180,Pokémon 3: The Movie,1,Pokémon 3: The Movie,0
151198,Escape to Victory (1981),1,Escape to Victory,1981
151201,Angels with Dirty Faces (1938),1,Angels with Dirty Faces,1938
151231,Cats & Dogs (2001),5,Cats & Dogs,2001
151236,Zapped! (1982),1,Zapped!,1982
151269,Fast and Furious  (1939),1,Fast and Furious,1939
151299,Ghost in the Shell  (2017),45,Ghost in the Shell,2017
151304,Korkoro,1,Korkoro,0
151313,A Scanner Darkly  (2006),8,A Scanner Darkly,2006
151318,The Transporter (2002),46,The Transporter,2002
151340,Lovelace  (2013),1,Lovelace,2013
151341,Draft Day (2014),1,Draft Day,2014
151348,Frozen  (2010),1,Frozen,2010
151350,Hellboy  (2004),17,Hellboy,2004
151357,Pay It Forward  (2000),3,Pay It Forward,2000
151368,Faster  (2010),4,Faster,2010
151371,The African Queen  (1951),8,The African Queen,1951
151386,The Blue Umbrella  (2013),2,The Blue Umbrella,2013
151390,The Choice  (2015),2,The Choice,2015
151417,Men at Work  (1990),1,Men at Work,1990
151418,Treasure Planet (2002),9,Treasure Planet,2002
151453,Rat Race  (2001),7,Rat Race,2001
151488,Beauty and the Beast  (1991),2,Beauty and the Beast,1991
151539,Shrooms  (2007),1,Shrooms,2007
151573,Cellular  (2004),2,Cellular,2004
151577,Daylight  (1996),3,Daylight,1996
151595,The Smell of Us (2014),2,The Smell of Us,2014
151596,Jurassic Park III (2001),5,Jurassic Park III,2001
151599,Troll 2 (1990),7,Troll 2,1990
151630,Girls' Night Out  (1998),2,Girls' Night Out,1998
151656,Police Academy  (1984),21,Police Academy,1984
151670,Six Degrees of Separation  (1993),3,Six Degrees of Separation,1993
151700,The Theory of Everything  (2014),2,The Theory of Everything,2014
151702,Harold & Kumar Escape from Guantanamo Bay (2008),1,Harold & Kumar Escape from Guantanamo Bay,2008
151728,The Purge (2013),36,The Purge,2013
151752,Fantastic Mr. Fox  (2009),5,Fantastic Mr. Fox,2009
151769,A Kid in King Arthur's Court (1995),1,A Kid in King Arthur's Court,1995
151777,Rooster Cogburn  (1975),1,Rooster Cogburn,1975
151785,Following (1998),2,Following,1998
151828,Sounder  (1972),1,Sounder,1972
151837,12 Angry Men  (1957),11,12 Angry Men,1957
151866,Powder  (1995),3,Powder,1995
151938,My Sister's Keeper  (2009),10,My Sister's Keeper,2009
151962,The Hallow (2015),3,The Hallow,2015
151969,Inside Job  (2010),2,Inside Job,2010
151984,All the President's Men  (1976),2,All the President's Men,1976
151987,The Penthouse (1967),1,The Penthouse,1967
151989,Dear John  (2010),98,Dear John,2010
152004,Bird on a Wire  (1990),1,Bird on a Wire,1990
152014,A Kind of Murder (2016),1,A Kind of Murder,2016
152036,Knights  (1993),1,Knights,1993
152037,Heidi  (1993),1,Heidi,1993
152039,Aloha  (2015),1,Aloha,2015
152043,The Suicide Club  (1914),1,The Suicide Club,1914
152082,Upstream Color (2013),3,Upstream Color,2013
152121,"You, Me and Dupree (2006)",3,"You, Me and Dupree",2006
152127,Youth in Revolt  (2009),2,Youth in Revolt,2009
152142,Lassie  (1994),6,Lassie,1994
152149,Son of Django (1967),1,Son of Django,1967
152153,Duel  (1971),5,Duel,1971
152174,Fighter  (2011),4,Fighter,2011
152188,Sucker Punch  (2008),1,Sucker Punch,2008
152202,Maze Runner ,4,Maze Runner,0
152242,Enemy of the State  (1998),12,Enemy of the State,1998
152273,Christmas Tango (2011),1,Christmas Tango,2011
152303,This Is Where I Leave You (2014),3,This Is Where I Leave You,2014
152312,Gothika (2003),5,Gothika,2003
152322,Larry Crowne (2011),7,Larry Crowne,2011
152325,The Minority,1,The Minority,0
152329,The Conjuring 2 (2016),69,The Conjuring 2,2016
152418,Dark Water  (2002),1,Dark Water,2002
152424,Stick It (2006),1,Stick It,2006
152437,The Cotton Club  (1984),3,The Cotton Club,1984
152464,Sleeping Beauty  (1942),8,Sleeping Beauty,1942
152474,All Dogs Go to Heaven,7,All Dogs Go to Heaven,0
152496,Heathers (1988),14,Heathers,1988
152497,Bruce Almighty (2003),75,Bruce Almighty,2003
152521,Taxi Driver (1976),16,Taxi Driver,1976
152567,Network  (1976),4,Network,1976
152590,The Land That Time Forgot  (1975),1,The Land That Time Forgot,1975
152615,Asew (1935),1,Asew,1935
152708,Cradle 2 the Grave (2003),1,Cradle 2 the Grave,2003
152744,Grease  (1978),85,Grease,1978
152748,The Avengers  (1998),1,The Avengers,1998
152769,Dope  (2015),1,Dope,2015
152789,Ant-Man  (2015),67,Ant-Man,2015
152818,Candyman  (1992),17,Candyman,1992
152823,Funny Games  (1997),2,Funny Games,1997
152830,The Chronicles of Narnia: Prince Caspian (2008),5,The Chronicles of Narnia: Prince Caspian,2008
152845,Fly My Kite (1931),2,Fly My Kite,1931
152847,How to Lose a Guy in 10 Days (2003),145,How to Lose a Guy in 10 Days,2003
152850,The Awakening  (2011),4,The Awakening,2011
152855,The Blackcoat's Daughter (2015),5,The Blackcoat's Daughter,2015
152868,Summer Stock (1950),1,Summer Stock,1950
152874,The Thin Man  (1934),3,The Thin Man,1934
152877,Snowpiercer (2013),18,Snowpiercer,2013
152883,Romeo Is Bleeding (1993),1,Romeo Is Bleeding,1993
152913,Divine Secrets of the Ya-Ya Sisterhood  (2002),4,Divine Secrets of the Ya-Ya Sisterhood,2002
152955,Enter the Dragon (1973),14,Enter the Dragon,1973
152969,Sophie's Choice  (1982),6,Sophie's Choice,1982
152981,Killing Them Softly (2012),2,Killing Them Softly,2012
152993,The Killing Room (2009),3,The Killing Room,2009
153084,Alone in Berlin  (2016),1,Alone in Berlin,2016
153100,The Great Train Robbery  (1903),1,The Great Train Robbery,1903
153101,The Outsiders  (1983),21,The Outsiders,1983
153165,A Room with a View  (1985),1,A Room with a View,1985
153170,The Beyond  (1981),1,The Beyond,1981
153194,Snake Eyes  (1998),6,Snake Eyes,1998
153202,The Diving Bell and the Butterfly  (2007),2,The Diving Bell and the Butterfly,2007
153287,Pieces  (1982),1,Pieces,1982
153288,Murder by Death (1976),1,Murder by Death,1976
153346,Insidious  (2011),130,Insidious,2011
153348,The Poseidon Adventure  (1972),2,The Poseidon Adventure,1972
153355,The Sure Thing (1985),1,The Sure Thing,1985
153382,I Spit on Your Grave  (2010),5,I Spit on Your Grave,2010
153411,27 Dresses (2008),40,27 Dresses,2008
153438,Hard Boiled (1992),3,Hard Boiled,1992
153450,Manhattan  (1979),4,Manhattan,1979
153455,Chitty Chitty Bang Bang (1968),14,Chitty Chitty Bang Bang,1968
153466,Sex and Lucia (2001),1,Sex and Lucia,2001
153484,Downfall  (2004),3,Downfall,2004
153492,Inkheart  (2008),4,Inkheart,2008
153498,Patriot Games  (1992),3,Patriot Games,1992
153505,I Am Bruce Lee (2012),2,I Am Bruce Lee,2012
153549,Bonnie and Clyde Italian Style (1982),1,Bonnie and Clyde Italian Style,1982
153559,The Nut Job (2014),10,The Nut Job,2014
153576,Repo Men (2010),1,Repo Men,2010
153600,High Crime (1973),2,High Crime,1973
153620,Easy Rider: The Ride Back (2012),1,Easy Rider: The Ride Back,2012
153636,Venom  (2014),2,Venom,2014
153645,The Great Gatsby  (1974),2,The Great Gatsby,1974
153659,Gravity  (2009),1,Gravity,2009
153706,My Little Pony: The Movie (1986),1,My Little Pony: The Movie,1986
153707,Blown Away  (1994),4,Blown Away,1994
153733,Saw  (2003),46,Saw,2003
153761,Malcolm X  (1992),7,Malcolm X,1992
153792,Final  (2001),1,Final,2001
153820,Talk to Me  (2007),1,Talk to Me,2007
153821,The Girl on the Train  (2013),2,The Girl on the Train,2013
153858,Dead Poets Society (1989),30,Dead Poets Society,1989
153904,From Beyond  (1986),1,From Beyond,1986
153918,On Golden Pond  (1981),5,On Golden Pond,1981
153939,The Shootist (1976),6,The Shootist,1976
153954,Begin Again  (2013),4,Begin Again,2013
154012,Kaizoku Sentai Gokaiger the Movie: The Flying Ghost Ship (2011),1,Kaizoku Sentai Gokaiger the Movie: The Flying Ghost Ship,2011
